id,full_name,employment_status_code,ethnicity,gender,city,state,company,employee_number,original_hire,last_hire,seniority_date,seniority_years,termination_date,termination_reason,termination_reason_code,termination_type,effective_date,job,job_change,reason,employment_type,job_family,org_level_1,org_level_2,org_level_2_manager_first_mi_last_suffix,supervisor_name_unsecured,work_location,location
2340,Mary Schultz,Terminated,White,Non-Binary,Seattle,WA,BGBC,9007,2015-08-19,,,,,,,,2016-09-25,Software Engineer,,,Terminated,,Engineering,Client Relations,,Ashley Miller,Regional Office,Seattle
2341,Carmen Nelson,Active,White,Non-Binary,Seattle,CA,BGBC,8013,2015-03-20,,,,,,,,2016-03-23,Software Engineer,,,Active,,Marketing,Software,,Raymond Moore,Remote,Seattle
2342,James Thompson,On Leave,Hispanic,Male,Houston,CA,BGBC,1428,2024-08-05,,,,2024-10-20,,Laid Off,Voluntary,2024-11-02,Sales Representative,,,On Leave,,Human Resources,Client Relations,,Jenny Harmon,Remote,Houston
2343,Jaime Garner,On Leave,Hispanic,Female,New York,CA,BGBC,2239,2023-07-01,,,,2023-12-24,,Retired,Retirement,2023-09-30,Software Engineer,,,On Leave,,Human Resources,Recruitment,,Russell Torres,Regional Office,New York
2344,Philip Heath,On Leave,Black,Non-Binary,Los Angeles,FL,BGBC,6521,2018-10-23,,,,,,,,2019-02-17,HR Specialist,,,On Leave,,Engineering,Software,,Jason Watson,Remote,Los Angeles
2345,Joseph Gonzales,Terminated,Hispanic,Female,Seattle,FL,BGBC,6507,2022-01-25,,,,2024-02-07,,Resigned,Involuntary,2022-03-19,Sales Representative,,,Terminated,,Marketing,Software,,Steven Roberts,Remote,Seattle
2346,Ryan Smith,On Leave,White,Male,Los Angeles,FL,BGBC,7080,2021-01-12,,,,,,,,2023-08-29,HR Specialist,,,On Leave,,Sales,Recruitment,,Julie Lee,Regional Office,Los Angeles
2347,Elizabeth Williams,On Leave,Black,Male,Miami,CA,BGBC,8418,2021-08-01,,,,2024-09-30,,Resigned,Involuntary,2021-10-31,Software Engineer,,,On Leave,,Sales,Software,,Mark Murray,Remote,Miami
2348,Cynthia Martinez,On Leave,White,Male,Houston,WA,BGBC,9186,2020-10-28,,,,,,,,2022-07-18,Sales Representative,,,On Leave,,Engineering,Client Relations,,Lisa Lee,Headquarters,Houston
2349,Andrea Frederick,Terminated,Black,Non-Binary,Miami,FL,BGBC,3478,2015-06-18,,,,,,,,2024-06-05,Marketing Coordinator,,,Terminated,,Engineering,Recruitment,,John Weeks,Remote,Miami
2350,David Arnold,On Leave,Hispanic,Male,Los Angeles,TX,BGBC,5694,2025-02-04,,,,,,,,2025-02-10,Marketing Coordinator,,,On Leave,,Engineering,Software,,Alan Coffey,Regional Office,Los Angeles
2351,Hannah Day,On Leave,Hispanic,Female,Los Angeles,TX,BGBC,1308,2018-05-07,,,,2020-05-10,,Contract Ended,Involuntary,2025-01-05,Sales Representative,,,On Leave,,Sales,Client Relations,,Shannon Farrell,Remote,Los Angeles
2352,James Martin,Terminated,Black,Male,Los Angeles,NY,BGBC,7685,2023-04-16,,,,,,,,2024-07-02,Marketing Coordinator,,,Terminated,,Sales,Software,,Jordan Ross,Regional Office,Los Angeles
2353,Melanie Brown,Terminated,Hispanic,Male,New York,FL,BGBC,4751,2017-05-08,,,,,,,,2021-03-23,HR Specialist,,,Terminated,,Sales,Recruitment,,Brendan Ramirez,Remote,New York
2354,Tammy Obrien,Active,Black,Female,Houston,TX,BGBC,1170,2022-11-26,,,,,,,,2024-06-30,HR Specialist,,,Active,,Human Resources,Recruitment,,Brandon Reyes,Regional Office,Houston
2355,Katrina Berger,Active,Hispanic,Non-Binary,New York,TX,BGBC,7446,2021-12-16,,,,2022-07-15,,Laid Off,Voluntary,2024-10-27,Software Engineer,,,Active,,Engineering,Recruitment,,Ashley Dean,Headquarters,New York
2356,Lori Aguirre,Active,Black,Female,Miami,NY,BGBC,1855,2020-07-16,,,,2021-11-25,,Resigned,Voluntary,2024-02-28,HR Specialist,,,Active,,Sales,Advertising,,Billy Brooks,Remote,Miami
2357,Miranda Taylor,Terminated,Black,Male,Houston,FL,BGBC,1498,2019-09-12,,,,2021-03-29,,Contract Ended,Retirement,2024-03-11,HR Specialist,,,Terminated,,Engineering,Client Relations,,Matthew Blake,Headquarters,Houston
2358,Amanda Shelton,Terminated,White,Male,New York,CA,BGBC,1653,2025-01-27,,,,,,,,2025-02-06,Sales Representative,,,Terminated,,Marketing,Recruitment,,Randy Warren,Remote,New York
2359,Kimberly French,Terminated,White,Male,Houston,CA,BGBC,9899,2018-07-04,,,,,,,,2024-10-03,Sales Representative,,,Terminated,,Marketing,Client Relations,,Mason Miller,Remote,Houston
2360,Franklin Goodman,Active,White,Non-Binary,Miami,CA,BGBC,2265,2023-11-14,,,,,,,,2024-04-19,Marketing Coordinator,,,Active,,Engineering,Software,,Brian Shea,Remote,Miami
2361,Michele Brown,Terminated,Black,Non-Binary,New York,NY,BGBC,1608,2023-05-19,,,,,,,,2024-01-05,Marketing Coordinator,,,Terminated,,Human Resources,Software,,Terri Rose,Headquarters,New York
2362,Daniel Smith,Terminated,White,Non-Binary,Houston,WA,BGBC,1435,2022-12-08,,,,2023-08-20,,Contract Ended,Involuntary,2024-09-21,HR Specialist,,,Terminated,,Sales,Advertising,,Robert Knight,Remote,Houston
2363,Jeffrey Stevenson,Active,Hispanic,Male,Houston,FL,BGBC,2534,2020-06-16,,,,2023-11-01,,Retired,Voluntary,2022-04-16,HR Specialist,,,Active,,Sales,Software,,Karen Schneider,Remote,Houston
2364,William Rios,On Leave,Hispanic,Non-Binary,Seattle,TX,BGBC,7649,2017-10-25,,,,,,,,2019-03-03,Software Engineer,,,On Leave,,Engineering,Advertising,,Derek Johnson,Headquarters,Seattle
2365,Ryan Moss,Active,Black,Male,Los Angeles,CA,BGBC,2110,2021-01-27,,,,2021-05-28,,Retired,Voluntary,2024-07-16,HR Specialist,,,Active,,Sales,Client Relations,,Timothy Atkinson,Headquarters,Los Angeles
2366,Cody Caldwell,Terminated,Black,Male,Los Angeles,TX,BGBC,9368,2023-11-01,,,,2024-08-05,,Retired,Voluntary,2024-05-25,Sales Representative,,,Terminated,,Engineering,Advertising,,Emily Pitts,Headquarters,Los Angeles
2367,Marcus Coffey,Terminated,Hispanic,Female,Miami,TX,BGBC,4974,2021-01-13,,,,,,,,2024-06-17,Software Engineer,,,Terminated,,Engineering,Recruitment,,Brad Young,Headquarters,Miami
2368,Chad Wheeler,Active,White,Non-Binary,Houston,CA,BGBC,2272,2018-06-30,,,,,,,,2020-09-01,Software Engineer,,,Active,,Marketing,Client Relations,,Michael Nichols,Headquarters,Houston
2369,Monica Parker,On Leave,Hispanic,Male,Los Angeles,WA,BGBC,9222,2024-04-03,,,,,,,,2024-07-10,Sales Representative,,,On Leave,,Marketing,Recruitment,,John Carroll,Headquarters,Los Angeles
2370,David Vincent,Terminated,Black,Male,Los Angeles,FL,BGBC,8615,2019-08-13,,,,2024-12-05,,Retired,Retirement,2024-05-27,Marketing Coordinator,,,Terminated,,Sales,Recruitment,,Ryan Harris,Regional Office,Los Angeles
2371,Susan Knight,On Leave,Hispanic,Non-Binary,Houston,CA,BGBC,4087,2020-10-31,,,,,,,,2021-09-14,Sales Representative,,,On Leave,,Marketing,Client Relations,,Brittany Diaz,Headquarters,Houston
2372,Adam Watkins,Terminated,Black,Non-Binary,Seattle,NY,BGBC,9088,2022-08-19,,,,2024-06-09,,Retired,Retirement,2024-10-14,Sales Representative,,,Terminated,,Human Resources,Client Relations,,Andrew Bender,Headquarters,Seattle
2373,Robert Beltran,Active,White,Female,Miami,NY,BGBC,7544,2017-02-21,,,,,,,,2023-11-03,HR Specialist,,,Active,,Engineering,Software,,Larry Cruz,Remote,Miami
2374,Denise Taylor,Active,Black,Non-Binary,Miami,CA,BGBC,2932,2024-04-23,,,,2024-04-30,,Laid Off,Retirement,2024-08-02,Software Engineer,,,Active,,Marketing,Recruitment,,Jose Wilkins,Remote,Miami
2375,Robert Henry,On Leave,Black,Non-Binary,Los Angeles,CA,BGBC,3341,2023-06-28,,,,2024-05-07,,Retired,Retirement,2024-12-29,Sales Representative,,,On Leave,,Marketing,Client Relations,,Shannon Dean,Remote,Los Angeles
2376,Karen Henry,Terminated,Hispanic,Female,New York,WA,BGBC,4884,2022-12-04,,,,2023-04-24,,Resigned,Involuntary,2023-03-23,Software Engineer,,,Terminated,,Sales,Client Relations,,Patricia Massey,Headquarters,New York
2377,Sarah Burch,Terminated,White,Non-Binary,Los Angeles,CA,BGBC,4054,2015-09-01,,,,,,,,2016-01-08,Sales Representative,,,Terminated,,Human Resources,Software,,Daniel Hughes,Headquarters,Los Angeles
2378,Jessica Ramos,On Leave,Hispanic,Male,Houston,NY,BGBC,4453,2015-10-30,,,,2018-01-16,,Retired,Involuntary,2020-01-31,Marketing Coordinator,,,On Leave,,Marketing,Recruitment,,Joyce Jackson,Regional Office,Houston
2379,Bradley Snyder,Active,Hispanic,Female,Los Angeles,CA,BGBC,5196,2016-07-19,,,,2022-11-03,,Laid Off,Retirement,2020-06-11,Marketing Coordinator,,,Active,,Marketing,Recruitment,,Casey Quinn,Headquarters,Los Angeles
2380,Christina Powell,Active,White,Non-Binary,New York,FL,BGBC,3335,2016-03-01,,,,2023-09-26,,Resigned,Retirement,2023-06-10,HR Specialist,,,Active,,Sales,Advertising,,Joseph Carter,Regional Office,New York
2381,Ashley Cook,Active,Black,Male,Los Angeles,CA,BGBC,9480,2021-12-25,,,,2024-11-16,,Contract Ended,Involuntary,2024-07-06,Marketing Coordinator,,,Active,,Engineering,Recruitment,,Sharon Reed,Headquarters,Los Angeles
2382,Katherine Moore,Terminated,White,Male,Seattle,FL,BGBC,9311,2015-11-01,,,,2017-11-11,,Laid Off,Involuntary,2020-11-10,Sales Representative,,,Terminated,,Engineering,Software,,Mark Martinez,Remote,Seattle
2383,Cameron Ward,Active,Black,Male,Houston,CA,BGBC,2171,2022-11-09,,,,2024-10-23,,Laid Off,Involuntary,2024-10-14,HR Specialist,,,Active,,Human Resources,Software,,Jesse Horton,Remote,Houston
2384,Olivia Watson,On Leave,Black,Non-Binary,Seattle,NY,BGBC,9768,2024-02-22,,,,2024-07-02,,Contract Ended,Involuntary,2024-08-26,Sales Representative,,,On Leave,,Marketing,Software,,Jennifer Kemp,Regional Office,Seattle
2385,Luke Daniels,Active,Black,Female,Seattle,FL,BGBC,2629,2018-05-12,,,,,,,,2022-07-17,Sales Representative,,,Active,,Engineering,Software,,Tamara Walker,Headquarters,Seattle
2386,Natalie Stanton,Terminated,Black,Non-Binary,Los Angeles,CA,BGBC,3792,2022-09-19,,,,2023-12-16,,Laid Off,Involuntary,2023-08-05,Marketing Coordinator,,,Terminated,,Marketing,Recruitment,,Tyler Bowman,Headquarters,Los Angeles
2387,Brandy Kelly,Active,White,Non-Binary,New York,NY,BGBC,9416,2015-10-26,,,,,,,,2021-07-12,Marketing Coordinator,,,Active,,Engineering,Software,,Laura Cole,Remote,New York
2388,Donna Lynn,Terminated,White,Female,Houston,WA,BGBC,6631,2018-08-10,,,,,,,,2021-02-23,HR Specialist,,,Terminated,,Marketing,Client Relations,,Michael Stafford,Headquarters,Houston
2389,Justin Moore,Terminated,White,Non-Binary,Houston,NY,BGBC,3091,2021-10-14,,,,,,,,2023-04-28,Sales Representative,,,Terminated,,Sales,Advertising,,Nicholas Davidson,Headquarters,Houston
2390,Janet Roberts,Active,Hispanic,Non-Binary,Los Angeles,CA,BGBC,9316,2018-02-22,,,,,,,,2021-10-11,Sales Representative,,,Active,,Sales,Recruitment,,Nicole Diaz,Remote,Los Angeles
2391,Mark Roth,On Leave,Hispanic,Non-Binary,New York,CA,BGBC,4164,2018-03-08,,,,2022-02-13,,Contract Ended,Voluntary,2021-06-14,Marketing Coordinator,,,On Leave,,Human Resources,Client Relations,,Mrs. Rachael Tucker DDS,Remote,New York
2392,Claire Joseph,Terminated,Black,Female,Miami,TX,BGBC,6927,2022-02-13,,,,,,,,2023-03-02,HR Specialist,,,Terminated,,Marketing,Client Relations,,Gregory Harvey,Headquarters,Miami
2393,Bruce Rivera,Active,Black,Male,New York,NY,BGBC,7856,2020-04-22,,,,2023-10-21,,Contract Ended,Voluntary,2023-12-22,HR Specialist,,,Active,,Engineering,Recruitment,,Ryan King,Regional Office,New York
2394,Erica Fox,Terminated,Black,Non-Binary,Miami,CA,BGBC,6565,2017-03-26,,,,,,,,2017-04-20,Marketing Coordinator,,,Terminated,,Human Resources,Recruitment,,Andrea Villa,Remote,Miami
2395,Kara Russell,Active,Black,Female,Houston,TX,BGBC,6502,2017-04-18,,,,2019-06-07,,Contract Ended,Involuntary,2025-01-23,Software Engineer,,,Active,,Engineering,Software,,Sabrina Chapman,Headquarters,Houston
2396,Denise Mitchell,Terminated,Black,Male,Houston,TX,BGBC,6279,2022-12-27,,,,,,,,2024-04-21,HR Specialist,,,Terminated,,Marketing,Advertising,,Roberta Hurley,Headquarters,Houston
2397,Edward Smith,On Leave,White,Non-Binary,Miami,CA,BGBC,7736,2018-11-18,,,,,,,,2023-07-22,Sales Representative,,,On Leave,,Human Resources,Recruitment,,Brian Black,Remote,Miami
2398,Stephen Butler,Active,White,Male,New York,TX,BGBC,6387,2020-06-16,,,,,,,,2023-03-09,HR Specialist,,,Active,,Marketing,Recruitment,,Eric Perkins,Headquarters,New York
2399,Elizabeth Mcbride,Terminated,White,Male,New York,TX,BGBC,3394,2024-03-29,,,,,,,,2025-02-09,HR Specialist,,,Terminated,,Sales,Software,,Amber Davis,Remote,New York
2400,Anthony Glover,On Leave,Black,Female,New York,TX,BGBC,5578,2018-03-17,,,,,,,,2020-05-08,Marketing Coordinator,,,On Leave,,Sales,Software,,Courtney Gordon,Headquarters,New York
2401,Cynthia Dillon,Active,Hispanic,Male,Los Angeles,WA,BGBC,1384,2015-09-12,,,,,,,,2021-05-20,Software Engineer,,,Active,,Sales,Recruitment,,Vincent Owens,Regional Office,Los Angeles
2402,Jeffery Holmes,Active,White,Male,Houston,CA,BGBC,2582,2020-04-27,,,,2021-01-15,,Retired,Voluntary,2023-11-24,Sales Representative,,,Active,,Engineering,Software,,Jasmine Garrett,Regional Office,Houston
2403,Marissa Ellison,Terminated,Black,Male,New York,TX,BGBC,5092,2022-02-03,,,,,,,,2024-02-17,Marketing Coordinator,,,Terminated,,Sales,Recruitment,,Robert Martin,Remote,New York
2404,Christopher Lee,Terminated,White,Male,Miami,CA,BGBC,2658,2020-03-27,,,,,,,,2021-08-15,Software Engineer,,,Terminated,,Engineering,Recruitment,,Rebecca Steele,Headquarters,Miami
2405,Elizabeth Romero,Terminated,Hispanic,Male,New York,CA,BGBC,8560,2016-02-03,,,,2019-09-06,,Retired,Involuntary,2016-03-09,Software Engineer,,,Terminated,,Engineering,Client Relations,,Kaitlyn Jones,Regional Office,New York
2406,Tyler Jackson,Terminated,White,Male,Los Angeles,TX,BGBC,5876,2019-05-03,,,,,,,,2021-02-10,HR Specialist,,,Terminated,,Engineering,Client Relations,,Amber Henson,Headquarters,Los Angeles
2407,Becky French,On Leave,Black,Non-Binary,New York,CA,BGBC,5690,2021-09-27,,,,,,,,2022-11-12,HR Specialist,,,On Leave,,Marketing,Recruitment,,Allison Frost,Regional Office,New York
2408,Teresa Anderson,Terminated,Black,Female,Miami,TX,BGBC,3942,2018-05-04,,,,2023-06-30,,Resigned,Voluntary,2025-01-03,Marketing Coordinator,,,Terminated,,Engineering,Advertising,,Patrick Ward,Remote,Miami
2409,Sheila Wood,Active,Black,Female,Seattle,CA,BGBC,2624,2019-01-10,,,,,,,,2020-11-12,Sales Representative,,,Active,,Sales,Software,,Alexander Hill,Headquarters,Seattle
2410,Jessica Adkins,Terminated,White,Male,Miami,TX,BGBC,8443,2016-05-04,,,,,,,,2021-04-19,HR Specialist,,,Terminated,,Engineering,Recruitment,,Cameron Butler,Regional Office,Miami
2411,Mark Doyle,On Leave,Hispanic,Female,Seattle,CA,BGBC,7413,2024-12-29,,,,2025-01-14,,Contract Ended,Voluntary,2024-12-30,HR Specialist,,,On Leave,,Human Resources,Software,,Jennifer Moore,Remote,Seattle
2412,James Williamson,Active,Black,Male,New York,FL,BGBC,2277,2017-12-19,,,,,,,,2024-06-19,Sales Representative,,,Active,,Marketing,Client Relations,,Jordan Anderson MD,Remote,New York
2413,Bruce Allison,Active,Hispanic,Female,Los Angeles,TX,BGBC,1005,2018-11-18,,,,2019-06-28,,Contract Ended,Retirement,2019-04-22,Software Engineer,,,Active,,Sales,Client Relations,,Stephanie Hampton,Headquarters,Los Angeles
2414,Crystal Kent,Active,Black,Male,Los Angeles,WA,BGBC,5191,2021-11-04,,,,2024-06-25,,Resigned,Voluntary,2023-02-08,Marketing Coordinator,,,Active,,Human Resources,Software,,Gabrielle Ortiz,Headquarters,Los Angeles
2415,Ronald Allen,On Leave,Hispanic,Male,Los Angeles,NY,BGBC,4232,2016-06-13,,,,,,,,2020-11-11,Marketing Coordinator,,,On Leave,,Engineering,Advertising,,Jesse Thomas,Remote,Los Angeles
2416,April Carpenter,Active,White,Non-Binary,Houston,TX,BGBC,1089,2024-01-06,,,,2024-09-14,,Laid Off,Involuntary,2024-03-15,Software Engineer,,,Active,,Human Resources,Advertising,,Christina Murphy,Regional Office,Houston
2417,Benjamin Bates,Active,Black,Non-Binary,New York,WA,BGBC,9573,2022-01-28,,,,2022-09-29,,Resigned,Retirement,2023-12-20,Software Engineer,,,Active,,Engineering,Software,,Hector Burton,Headquarters,New York
2418,Emily Ramirez,Active,White,Female,Miami,NY,BGBC,8590,2022-08-02,,,,2022-08-12,,Laid Off,Voluntary,2023-07-19,Sales Representative,,,Active,,Sales,Recruitment,,Christine Clark,Headquarters,Miami
2419,James Gibson,Active,Black,Female,Seattle,NY,BGBC,1593,2015-11-23,,,,,,,,2023-06-10,Sales Representative,,,Active,,Sales,Client Relations,,Jesse Williams,Headquarters,Seattle
2420,David Chapman,Terminated,White,Male,New York,TX,BGBC,7407,2020-04-04,,,,2024-03-01,,Laid Off,Voluntary,2023-10-07,HR Specialist,,,Terminated,,Marketing,Recruitment,,Carol Villarreal,Regional Office,New York
2421,Lawrence Rios,Terminated,Black,Female,Miami,TX,BGBC,3796,2018-05-01,,,,,,,,2021-09-14,Sales Representative,,,Terminated,,Sales,Client Relations,,William Rodriguez,Headquarters,Miami
2422,Donna Chen,Active,Hispanic,Male,Los Angeles,FL,BGBC,7829,2023-06-03,,,,2024-12-10,,Resigned,Voluntary,2024-11-01,Sales Representative,,,Active,,Engineering,Advertising,,Stacey Carr,Regional Office,Los Angeles
2423,Jessica Moody,On Leave,White,Female,Los Angeles,CA,BGBC,7156,2024-05-22,,,,2024-08-02,,Retired,Retirement,2025-01-15,Sales Representative,,,On Leave,,Engineering,Client Relations,,Donald Dixon,Remote,Los Angeles
2424,Ryan Ferguson,Terminated,Hispanic,Non-Binary,Houston,WA,BGBC,3585,2017-05-06,,,,,,,,2021-01-18,HR Specialist,,,Terminated,,Marketing,Recruitment,,Jason Henderson,Remote,Houston
2425,Bridget Gonzalez,Terminated,Hispanic,Non-Binary,Houston,TX,BGBC,4334,2015-04-03,,,,,,,,2020-09-14,Software Engineer,,,Terminated,,Marketing,Software,,Leah Bauer,Regional Office,Houston
2426,Jennifer Adams,Terminated,White,Non-Binary,Houston,TX,BGBC,5170,2017-06-07,,,,2024-04-14,,Resigned,Voluntary,2020-06-08,HR Specialist,,,Terminated,,Human Resources,Client Relations,,Elizabeth Goodman,Regional Office,Houston
2427,Monica Williams,On Leave,Black,Male,Los Angeles,NY,BGBC,7470,2015-06-02,,,,2018-09-14,,Laid Off,Involuntary,2019-07-21,Sales Representative,,,On Leave,,Engineering,Software,,Anne Parker,Regional Office,Los Angeles
2428,Mary Saunders,Active,White,Male,New York,WA,BGBC,9161,2018-08-07,,,,2024-10-21,,Resigned,Involuntary,2020-05-29,Software Engineer,,,Active,,Human Resources,Software,,Daniel Choi Jr.,Headquarters,New York
2429,Joshua Bell,Active,White,Non-Binary,Los Angeles,FL,BGBC,9825,2017-07-12,,,,2022-06-11,,Laid Off,Voluntary,2024-07-08,Software Engineer,,,Active,,Human Resources,Advertising,,Frank Washington,Headquarters,Los Angeles
2430,Melissa Hernandez,Active,Hispanic,Male,Houston,CA,BGBC,4123,2015-05-10,,,,2016-04-12,,Contract Ended,Retirement,2024-02-06,Software Engineer,,,Active,,Marketing,Recruitment,,Julie Mitchell,Remote,Houston
2431,Jennifer Martin,On Leave,Black,Female,Houston,NY,BGBC,1549,2023-08-05,,,,,,,,2024-02-24,Marketing Coordinator,,,On Leave,,Engineering,Advertising,,Yolanda Griffin,Regional Office,Houston
2432,Jerry Cook,Terminated,Hispanic,Non-Binary,Miami,NY,BGBC,5899,2015-07-11,,,,2024-12-07,,Resigned,Voluntary,2016-04-12,HR Specialist,,,Terminated,,Engineering,Client Relations,,Daniel Cruz,Headquarters,Miami
2433,Dorothy Ramirez,Terminated,Black,Non-Binary,Houston,NY,BGBC,3414,2021-04-20,,,,2021-04-28,,Laid Off,Voluntary,2022-05-29,Marketing Coordinator,,,Terminated,,Sales,Advertising,,Terri Graves,Regional Office,Houston
2434,Chelsea Campbell,Active,White,Female,Los Angeles,FL,BGBC,2082,2018-05-09,,,,2018-11-10,,Resigned,Involuntary,2025-01-07,Marketing Coordinator,,,Active,,Human Resources,Advertising,,David Ramos,Remote,Los Angeles
2435,Cameron Duran,Active,White,Non-Binary,Los Angeles,WA,BGBC,3485,2023-03-27,,,,,,,,2023-05-20,Marketing Coordinator,,,Active,,Marketing,Client Relations,,Vincent West,Headquarters,Los Angeles
2436,William Sutton,Active,White,Female,Seattle,WA,BGBC,7692,2023-12-25,,,,,,,,2024-06-02,HR Specialist,,,Active,,Marketing,Advertising,,Richard Jones,Headquarters,Seattle
2437,Bailey Pham,On Leave,Hispanic,Non-Binary,Los Angeles,CA,BGBC,5404,2015-03-03,,,,,,,,2016-02-23,HR Specialist,,,On Leave,,Sales,Software,,Rebecca Harvey,Remote,Los Angeles
2438,Kimberly Morris,Terminated,Hispanic,Non-Binary,Seattle,CA,BGBC,5206,2018-09-04,,,,,,,,2021-08-23,Sales Representative,,,Terminated,,Human Resources,Recruitment,,Keith Watson,Remote,Seattle
2439,Wesley Allen,Terminated,Black,Non-Binary,New York,NY,BGBC,6100,2022-06-05,,,,,,,,2024-12-07,Software Engineer,,,Terminated,,Engineering,Recruitment,,James Aguilar,Regional Office,New York
2440,Adam Wood,On Leave,Black,Female,Houston,TX,BGBC,6146,2015-11-21,,,,2016-11-06,,Retired,Retirement,2016-09-28,Marketing Coordinator,,,On Leave,,Human Resources,Advertising,,Christopher Clark,Regional Office,Houston
2441,Todd Walsh,Terminated,Hispanic,Female,Miami,TX,BGBC,2458,2020-10-18,,,,2021-05-08,,Contract Ended,Retirement,2022-02-18,Software Engineer,,,Terminated,,Marketing,Recruitment,,Cheryl Singh,Remote,Miami
2442,Rachel Parker,On Leave,Hispanic,Non-Binary,New York,FL,BGBC,9501,2023-09-22,,,,,,,,2024-01-16,Software Engineer,,,On Leave,,Human Resources,Software,,Shannon Turner,Regional Office,New York
2443,Sean Lopez,On Leave,Black,Non-Binary,Houston,WA,BGBC,1401,2016-07-19,,,,2021-04-23,,Contract Ended,Involuntary,2022-05-23,Marketing Coordinator,,,On Leave,,Marketing,Recruitment,,John Edwards,Remote,Houston
2444,Ronald Hughes,Active,Hispanic,Female,Houston,FL,BGBC,7623,2017-12-18,,,,2021-08-06,,Laid Off,Retirement,2021-01-16,Marketing Coordinator,,,Active,,Engineering,Recruitment,,Mark Hill,Regional Office,Houston
2445,Joseph Rubio,Terminated,Black,Non-Binary,Houston,NY,BGBC,8648,2022-01-11,,,,2024-01-04,,Contract Ended,Retirement,2023-03-02,Marketing Coordinator,,,Terminated,,Marketing,Recruitment,,Christopher Willis,Regional Office,Houston
2446,Jessica Morris,Active,White,Non-Binary,Los Angeles,NY,BGBC,1764,2018-03-31,,,,2018-06-22,,Retired,Retirement,2025-01-29,Marketing Coordinator,,,Active,,Engineering,Software,,Angela Holmes,Headquarters,Los Angeles
2447,Christina Yates,On Leave,Hispanic,Female,Seattle,FL,BGBC,3919,2020-12-06,,,,,,,,2023-03-16,HR Specialist,,,On Leave,,Sales,Recruitment,,Garrett Flores,Remote,Seattle
2448,Joseph Rubio,On Leave,White,Female,Los Angeles,WA,BGBC,6143,2022-12-11,,,,2023-02-15,,Retired,Involuntary,2024-09-30,Software Engineer,,,On Leave,,Sales,Client Relations,,Zachary Horton,Remote,Los Angeles
2449,Thomas Mathews,On Leave,White,Non-Binary,Houston,NY,BGBC,9767,2021-11-25,,,,2022-04-29,,Contract Ended,Voluntary,2023-06-03,HR Specialist,,,On Leave,,Sales,Advertising,,Michael Levine,Regional Office,Houston
2450,Steven Rivera,On Leave,Hispanic,Male,Houston,WA,BGBC,4773,2020-10-27,,,,,,,,2021-09-18,Marketing Coordinator,,,On Leave,,Sales,Client Relations,,Alexis Smith,Remote,Houston
2451,Rodney White,Terminated,Hispanic,Male,Los Angeles,WA,BGBC,1667,2020-09-28,,,,2024-10-25,,Retired,Voluntary,2020-12-29,Sales Representative,,,Terminated,,Sales,Software,,Anna Baker,Regional Office,Los Angeles
2452,Edward Newton,Active,Hispanic,Male,New York,WA,BGBC,2111,2017-04-05,,,,2020-02-20,,Resigned,Voluntary,2022-06-11,Software Engineer,,,Active,,Sales,Recruitment,,Mr. Mark Matthews,Headquarters,New York
2453,James Waters,Active,Black,Female,Miami,FL,BGBC,6727,2023-01-10,,,,2024-10-09,,Resigned,Involuntary,2023-10-22,Software Engineer,,,Active,,Human Resources,Advertising,,Samantha White,Headquarters,Miami
2454,Mary Scott,On Leave,Hispanic,Male,Los Angeles,WA,BGBC,2241,2018-10-24,,,,2021-04-27,,Resigned,Voluntary,2023-11-09,HR Specialist,,,On Leave,,Human Resources,Client Relations,,Jose Hampton,Regional Office,Los Angeles
2455,Malik Holland,On Leave,White,Non-Binary,New York,TX,BGBC,9929,2023-06-08,,,,,,,,2024-08-23,Software Engineer,,,On Leave,,Human Resources,Recruitment,,Robert Moreno,Remote,New York
2456,Frank Bradley,On Leave,Black,Non-Binary,Miami,NY,BGBC,4999,2016-10-16,,,,2020-01-06,,Laid Off,Retirement,2021-06-25,Sales Representative,,,On Leave,,Marketing,Advertising,,James Hardin,Remote,Miami
2457,Brandon Sanders,Active,Black,Male,Los Angeles,WA,BGBC,1897,2019-11-19,,,,,,,,2020-01-26,Sales Representative,,,Active,,Sales,Client Relations,,Donna Logan,Regional Office,Los Angeles
2458,Sean Hart,Terminated,White,Male,Houston,NY,BGBC,2767,2025-02-18,,,,2025-02-18,,Retired,Involuntary,2025-02-18,Software Engineer,,,Terminated,,Human Resources,Client Relations,,Michael Peters,Regional Office,Houston
2459,Steven Owens,On Leave,Hispanic,Non-Binary,Seattle,FL,BGBC,3152,2024-11-02,,,,,,,,2025-01-18,Sales Representative,,,On Leave,,Engineering,Client Relations,,Dustin Wright,Remote,Seattle
2460,Lucas Mejia,On Leave,White,Non-Binary,Miami,TX,BGBC,6843,2024-07-18,,,,,,,,2024-07-22,Marketing Coordinator,,,On Leave,,Sales,Software,,Anita Evans,Remote,Miami
2461,Christopher Glenn,Active,Black,Female,New York,WA,BGBC,4304,2024-11-18,,,,,,,,2024-12-28,Marketing Coordinator,,,Active,,Sales,Advertising,,Matthew Allen,Headquarters,New York
2462,Jeremy Brown,Terminated,White,Non-Binary,New York,CA,BGBC,2020,2017-01-14,,,,2023-09-13,,Contract Ended,Involuntary,2021-03-09,Marketing Coordinator,,,Terminated,,Sales,Software,,Trevor White,Regional Office,New York
